Название,"Цена, руб.",Год выпуска,"Пробег, км.",Кузов,Цвет,"Объем двигателя, л.","Мощность двигателя, л/с",Двигатель,"Налог, руб.",Коробка передач,Привод,Руль,Состояние,Число владельцев,ПТС,Таможня,URL адрес
Kia Ceed I,360000,2008,265159,хэтчбек 5 дв.,серый,1.4,109,Бензин,2725,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103692167-3aada75a/
Kia Ceed II Рестайлинг,919000,2015,62202,хэтчбек 5 дв.,чёрный,1.6,135,Бензин,4725,роботизированная,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103867829-1ab5d9c2/
Kia Ceed I Рестайлинг,510000,2010,145000,универсал 5 дв.,серебристый,1.6,122,Бензин,3050,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103777413-e424bb83/
Kia Ceed II,850398,2012,98554,хэтчбек 5 дв.,серебристый,1.6,129,Бензин,4515,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1104044173-c082e406/
Kia Ceed I,460000,2008,122000,универсал 5 дв.,серый,1.6,122,Бензин,3050,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1104070062-4a551e0f/
Kia Ceed II Рестайлинг,1189000,2017,73344,хэтчбек 5 дв.,белый,1.6,135,Бензин,4725,роботизированная,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103796225-49e1da35/
Kia Ceed II Рестайлинг,959000,2017,93000,хэтчбек 5 дв.,синий,1.6,130,Бензин,4550,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103691235-c59c4425/
Kia Ceed II Рестайлинг,859000,2018,273099,универсал 5 дв.,коричневый,1.6,130,"Бензин, газобаллонное оборудование",4550,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1104039393-1fca5985/
Kia Ceed II,588554,2012,289623,универсал 5 дв.,серебристый,1.6,129,Бензин,4515,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103632408-7cf4da2e/
Kia Ceed III,1395000,2018,17761,хэтчбек 5 дв.,синий,1.4,140,Бензин,4900,роботизированная,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103875453-35f1a4ad/
Kia Ceed II,810000,2013,132545,хэтчбек 3 дв.,чёрный,1.6,129,Бензин,4515,автоматическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103875559-3693806f/
Kia Ceed I Рестайлинг,595000,2010,148000,универсал 5 дв.,красный,1.6,122,Бензин,3050,автоматическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1104036550-728752ba/
Kia Ceed II,650000,2015,112000,хэтчбек 5 дв.,красный,1.6,129,Бензин,4515,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103911580-105c439d/
Kia Ceed II Рестайлинг,1069000,2017,56234,универсал 5 дв.,серебристый,1.6,130,Бензин,4420,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1104033208-59b93d80/
Kia Ceed II,724000,2014,162900,хэтчбек 5 дв.,красный,1.6,129,Бензин,4515,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1102937538-3a19fe87/
Kia Ceed I Рестайлинг,570000,2012,77538,хэтчбек 5 дв.,серебристый,1.6,125,Бензин,3125,автоматическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103727712-e71afadd/
Kia Ceed II Рестайлинг,1202000,2018,8800,хэтчбек 5 дв.,серый,1.6,135,Бензин,4725,роботизированная,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1104028693-af0e570c/
Kia Ceed III,1275000,2018,54000,хэтчбек 5 дв.,чёрный,1.6,128,Бензин,4480,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103863773-2e8c7f5a/
Kia Ceed II Рестайлинг,915000,2017,105051,универсал 5 дв.,серебристый,1.6,135,Бензин,4725,роботизированная,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1102930852-b7d686a0/
,,2013,143500,хэтчбек 5 дв.,синий,1.6,129,Бензин,4386,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103870005-8162148e/
Kia Ceed II Рестайлинг,1069000,2017,61604,универсал 5 дв.,серый,1.6,130,Бензин,4550,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1104028681-1d82791c/
Kia Ceed III,1250000,2018,81300,хэтчбек 5 дв.,белый,1.6,128,Бензин,4480,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1104032616-f389a494/
Kia Ceed III,1327000,2018,34307,хэтчбек 5 дв.,белый,1.4,140,Бензин,4900,роботизированная,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103960413-63992a78/
Kia Ceed II Рестайлинг,829000,2016,146438,хэтчбек 5 дв.,чёрный,1.6,130,Бензин,4550,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1104030404-b783704d/
Kia Ceed II,690000,2012,173378,хэтчбек 5 дв.,серый,1.6,129,Бензин,4515,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1102837741-d3e1146c/
Kia Ceed I Рестайлинг,485000,2012,208724,универсал 5 дв.,серый,1.6,125,Бензин,3125,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103629331-da376b29/
Kia Ceed I Рестайлинг,545000,2011,143750,универсал 5 дв.,чёрный,1.6,122,Бензин,3050,автоматическая,передний,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1104024188-a081caa3/
Kia Ceed III,1289000,2018,58000,хэтчбек 5 дв.,серый,1.6,128,Бензин,4480,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103880263-32dd2732/
Kia Ceed II Рестайлинг,850000,2016,72000,хэтчбек 5 дв.,серый,1.6,130,Бензин,4550,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1104069340-aff0b599/
Kia Ceed II Рестайлинг,787000,2017,280000,универсал 5 дв.,коричневый,1.6,130,Бензин,4550,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1104030607-783f226c/
Kia Ceed II Рестайлинг,1100000,2017,90348,универсал 5 дв.,серый,1.6,130,Бензин,4550,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103915246-b29c46b2/
Kia Ceed II Рестайлинг,820000,2016,120000,хэтчбек 5 дв.,белый,1.6,130,Бензин,4550,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103131247-35f1237b/
Kia Ceed III,1550000,2020,33396,универсал 5 дв.,белый,1.6,128,Бензин,4480,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103781953-8dce7168/
Kia Ceed III,1315000,2019,35594,универсал 5 дв.,белый,1.6,128,Бензин,4480,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103935092-f4dfbf3c/
Kia Ceed II,615000,2012,235802,универсал 5 дв.,серебристый,1.6,129,Бензин,4515,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103781709-5be88f9c/
Kia Ceed II,687000,2013,145859,хэтчбек 3 дв.,чёрный,1.6,129,Бензин,4515,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1104003444-c759ccfa/
